Hierarchy_MTR_Class	Hierarchy_MTR_Name	CSCD_ID	SHORT_NAME/ru_RU	AUTO_SHORT_NAME	FULL_NAME/ru_RU	AUTO_FULL_NAME	BASE_UNIT	TMC_Stat	TMC_Type	COMMENT	Item_creation_date
2013050101020000	Трубы полимерные напорные фирменные	6064160	Труба Pex-Al-Pex 32х3 V3230(м)		Труба Pex-Al-Pex 32х3 артикул V3230 Valtec (м)		57	00	3	Эталонная запись	25.07.2025
2013050101020000	Трубы полимерные напорные фирменные	6064161	Труба PP-R 100 25х4,2 VTp.700.FB25.25(м)		Труба PP-R 100 25х4,2 артикул VTp.700.FB25.25 Valtec (м)		57	00	3	Эталонная запись	25.07.2025
2013050101020000	Трубы полимерные напорные фирменные	6064162	Труба Pex-Al-Pex 20х2 033-0382(м)		Труба Pex-Al-Pex 20х2 артикул 033-0382 STC (м)		57	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216587	Теплообменник ААА3793923-06051		Теплообменник кожухотрубчатый ААА3793923-06051		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216588	Теплообменник 800 ТП-1,6-М1/25Г-6-К-2		Теплообменник кожухотрубчатый 800 ТП-1,6-М1/25Г-6-К-2		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216589	Теплообменник 400 ТУ-6,3-М1/25Г-3-К-4		Теплообменник кожухотрубчатый 400 ТУ-6,3-М1/25Г-3-К-4		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216590	Теплообменник 530 ТУ-2,5-М12/20-6-2		Теплообменник кожухотрубчатый 530 ТУ-2,5-М12/20-6-2		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216591	Теплообменник Т-2		Теплообменник кожухотрубчатый Т-2		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216592	Теплообменник Т-4		Теплообменник кожухотрубчатый Т-4		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216593	Теплообменник Т-5		Теплообменник кожухотрубчатый Т-5		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216594	Теплообменник Т-6		Теплообменник кожухотрубчатый Т-6		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216595	Теплообменник Т-7		Теплообменник кожухотрубчатый Т-7		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216596	Теплообменник Т605		Теплообменник кожухотрубчатый Т605		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216597	Теплообменник 500 ТП-25-М1-С		Теплообменник кожухотрубчатый 500 ТП-25-М1-С		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216598	Теплообменник A FULL-6,13-22606040/8		Теплообменник кожухотрубчатый A FULL-6,13-22606040/8		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216599	Теплообменник 400 ТНГ-4,0-М17/20Г-3-1		Теплообменник кожухотрубчатый 400 ТНГ-4,0-М17/20Г-3-1-УХЛ-И		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216600	Теплообменник МДЭА 12-Е5002		Теплообменник кожухотрубчатый МДЭА 12-Е5002		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216601	Теплообменник 325 ТУ-4,0-М13/20Г-3-2		Теплообменник кожухотрубчатый 325 ТУ-4,0-М13/20Г-3-2-УХЛ-1-И325ТУ.00.000 ВО		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216602	Теплообменник ВВП 07-114-2000		Теплообменник кожухотрубчатый ВВП 07-114-2000		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216603	Теплообменник ПП1-53-7-IV		Теплообменник кожухотрубчатый ПП1-53-7-IV		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216604	Теплообменник ААА3793923-06061		Теплообменник кожухотрубчатый ААА3793923-06061		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216605	Теплообменник 800 ТПГ-1,6-М1/25Г-6-К-4		Теплообменник кожухотрубчатый 800 ТПГ-1,6-М1/25Г-6-К-4-УХЛ1-И		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216606	Теплообменник 800 ТУ-1,6-М/25-6-Т-2		Теплообменник кожухотрубчатый 800 ТУ-1,6-М/25-6-Т-2		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216607	Теплообменник ЛГК 81-E-101 A/B		Теплообменник кожухотрубчатый ЛГК 81-E-101 A/B		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216608	Теплообменник ТГК 81-E-102 A/B		Теплообменник кожухотрубчатый ТГК 81-E-102 A/B		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216609	Теплообменник ТГК 81-E-103 A/B/C		Теплообменник кожухотрубчатый ТГК 81-E-103 A/B/C		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216610	Теплообменник СД 81-E-104		Теплообменник кожухотрубчатый СД 81-E-104		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216611	Теплообменник 325 ТКГ-1,6-М8/25Г-1,5-1		Теплообменник кожухотрубчатый 325 ТКГ-1,6-М8/25Г-1,5-1		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216612	Теплообменник 530 ТПГ-4,0-М1/25-3-2-У-И		Теплообменник кожухотрубчатый 530 ТПГ-4,0-М1/25-3-2-У-И		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216613	Теплообменник ТПГ-1,6-М13/20Г-6-Т-4-У-И		Теплообменник кожухотрубчатый ТПГ-1,6-М13/20Г-6-Т-4-У-И		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216614	Теплообменник ТТОР-89/133-1,6/1,6/6-Г-М1		Теплообменник кожухотрубчатый ТТОР-89/133-1,6/1,6/6-Г-М1		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216615	Теплообменник ТГ-КТ 800/1В37-75		Теплообменник кожухотрубчатый ТГ-КТ 800/1В37-75		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216616	Теплообменник 426 ТКГ-1,6-М9/25Г-3-2-У-И		Теплообменник кожухотрубчатый 426 ТКГ-1,6-М9/25Г-3-2-У-И		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216617	Теплообменник 630 ТКГ-1,6-М1/25Г-2-2-У-И		Теплообменник кожухотрубчатый 630 ТКГ-1,6-М1/25Г-2-2-У-И		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216618	Теплообменник С 372		Теплообменник кожухотрубчатый С 372		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216619	Теплообменник 5-EW-204		Теплообменник кожухотрубчатый 5-EW-204		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216620	Теплообменник 500 ТПГ-4,0-М4/25Г-6-К-2		Теплообменник кожухотрубчатый 500 ТПГ-4,0-М4/25Г-6-К-2-У-И		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216621	Теплообменник 500 ТПГ-4,0-М1/25Г-3-К-2		Теплообменник кожухотрубчатый 500 ТПГ-4,0-М1/25Г-3-К-2-ХЛ-И		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216622	Теплообменник Т-128		Теплообменник кожухотрубчатый Т-128		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216623	Теплообменник Т-129		Теплообменник кожухотрубчатый Т-129		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216624	Теплообменник Т-119		Теплообменник кожухотрубчатый Т-119		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216625	Теплообменник Т-131		Теплообменник кожухотрубчатый Т-131		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216626	Теплообменник Т-132		Теплообменник кожухотрубчатый Т-132		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216627	Теплообменник Т-118		Теплообменник кожухотрубчатый Т-118		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216628	Теплообменник 400 ТНГ-2,5-М1/20Г-4-2-У		Теплообменник кожухотрубчатый 400 ТНГ-2,5-М1/20Г-4-2-У		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216629	Теплообменник SCAACQL000000		Теплообменник кожухотрубчатый SCAACQL000000		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216630	Теплообменник 1-EW-3001/1,2		Теплообменник кожухотрубчатый 1-EW-3001/1,2		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216631	Теплообменник 1-EW-3005/3,4		Теплообменник кожухотрубчатый 1-EW-3005/3,4		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216632	Теплообменник 1-EW-3007/1,2		Теплообменник кожухотрубчатый 1-EW-3007/1,2		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216633	Теплообменник 1-EW-3010/1,2		Теплообменник кожухотрубчатый 1-EW-3010/1,2		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216634	Теплообменник 1-EW-3012/1,2		Теплообменник кожухотрубчатый 1-EW-3012/1,2		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216635	Теплообменник ТН.02.00.000		Теплообменник кожухотрубчатый ТН.02.00.000		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216636	Теплообменник 500 ТП		Теплообменник кожухотрубчатый 500 ТП		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216637	Теплообменник 1-ЕW-2002/1,2		Теплообменник кожухотрубчатый 1-ЕW-2002/1,2		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216638	Теплообменник 1-ЕW-3002/1,2		Теплообменник кожухотрубчатый 1-ЕW-3002/1,2		108	00	3	Эталонная запись	25.07.2025
2002130401030000	Теплообменники кожухотрубчатые	6216639	Теплообменник 1-ЕW-3011/1,2		Теплообменник кожухотрубчатый 1-ЕW-3011/1,2		108	00	3	Эталонная запись	25.07.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079413	Костюм ЛМ03-01б 7 б/р/б/р		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 7 р-р б/р/б/р СТО 1.6.15.1-2-2023		89	00	2	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079417	Костюм ЛМ03-01б 7 88-92/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 7 р-р 88-92/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079427	Костюм ЛМ03-01б 7 96-100/158-164		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 7 р-р 96-100/158-164 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079428	Костюм ЛМ03-01б 7 96-100/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 7 р-р 96-100/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079438	Костюм ЛМ03-01б 7 96-100/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 7 р-р 96-100/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079439	Костюм ЛМ03-01б 7 104-108/158-164		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 7 р-р 104-108/158-164 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079442	Костюм ЛМ03-01б 7 104-108/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 7 р-р 104-108/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079443	Костюм ЛМ03-01б 7 104-108/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 7 р-р 104-108/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079444	Костюм ЛМ03-01б 7 112-116/158-164		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 7 р-р 112-116/158-164 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079445	Костюм ЛМ03-01б 7 112-116/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 7 р-р 112-116/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079446	Костюм ЛМ03-01б 7 112-116/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 7 р-р 112-116/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079459	Костюм ЛМ03-01б 7 120-124/158-164		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 7 р-р 120-124/158-164 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079460	Костюм ЛМ03-01б 7 120-124/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 7 р-р 120-124/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079461	Костюм ЛМ03-01б 7 120-124/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 7 р-р 120-124/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079484	Костюм ЛМ03-01ИТРб 2 б/р/б/р		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб (куртка, брюки) группа ткани 2 р-р б/р/б/р СТО 1.6.15.1-2-2023		89	00	2	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079485	Костюм ЛМ03-01 Teb 1 б/р/б/р		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 Teb (куртка, полукомбинезон) группа ткани 1 р-р б/р/б/р СТО 1.6.15.1-2-2023		89	00	2	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079486	Костюм ЛМ03-01ИТР Teb 2 б/р/б/р		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТР Teb (куртка, полукомбинезон) группа ткани 2 р-р б/р/б/р СТО 1.6.15.1-2-2023		89	00	2	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079487	Костюм ЛМ03-01 5 б/р/б/р		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 5 р-р б/р/б/р СТО 1.6.15.1-2-2023		89	00	2	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079488	Костюм ЛМ03-01 5 104-108/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 5 р-р 104-108/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079489	Костюм ЛМ03-01 5 120-124/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 5 р-р 120-124/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079490	Костюм ЛМ03-01 5 128-132/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 5 р-р 128-132/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079491	Костюм ЛМ03-01 5 96-100/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 5 р-р 96-100/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079492	Костюм ЛМ03-01 5 104-108/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 5 р-р 104-108/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079493	Костюм ЛМ03-01 5 112-116/182-188		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 5 р-р 112-116/182-188 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079494	Костюм ЛМ03-01 5 96-100/194-200		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 5 р-р 96-100/194-200 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079495	Костюм ЛМ03-01 5 104-108/194-200		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 (куртка, полукомбинезон) группа ткани 5 р-р 104-108/194-200 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079510	Костюм ЛМ03-01 Teb 1 112-116/158-164		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 в стиле Teboil (куртка, полукомбинезон) группа ткани 1 р-р 112-116/158-164 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079511	Костюм ЛМ03-01 Teb 1 96-100/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 в стиле Teboil (куртка, полукомбинезон) группа ткани 1 р-р 96-100/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079514	Костюм ЛМ03-01ИТРб 1 б/р/б/р		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТРб (куртка, брюки) группа ткани 1 р-р б/р/б/р СТО 1.6.15.1-2-2023		89	00	2	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079522	Костюм ЛМ03-01ИТР Teb 2 96-100/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01ИТР в стиле Teboil (куртка, полукомбинезон) группа ткани 2 р-р 96-100/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079526	Костюм ЛМ03-01 Teb 1 96-100/158-164		Костюм летний мужской для защиты от ОПЗ ЛМ03-01 в стиле Teboil (куртка, полукомбинезон) группа ткани 1 р-р 96-100/158-164 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079528	Костюм ЛМ03-01б 7 112-116/194-200		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 7 р-р 112-116/194-200 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
3001010201010100	Костюмы лет муж ЛМ03-01	6079529	Костюм ЛМ03-01б 7 128-132/170-176		Костюм летний мужской для защиты от ОПЗ ЛМ03-01б (куртка, брюки) группа ткани 7 р-р 128-132/170-176 СТО ЛУКОЙЛ 1.6.15.1-2-2023		89	00	3	Эталонная запись	06.08.2025
