Hierarchy_MTR_Class	CSCD_ID	FULL_NAME/ru_RU
1701030200000000	1399098	Труба обсадная БТС-177,8х8,1-Е ТУ 39-00147016-40-2011
2012020100000000	2241473	Металлорукав DN50 PN25 L9000 RS331L12.M В3Л.Ч ГОСТ 33259-2015
2013010302000000	3431052	Труба обсадная БТС 426х11-Д ТУ 39-00147016-40-2011
2004039900000000	2305470	Емкость хранения раствора глушения V50 м3
1701030200000000	1398815	Труба обсадная БТС-177,8х9,2-Е ТУ 39-00147016-40-2011
2013010302000000	3189715	Труба обсадная ОТТМ 114,3х6,35-Дс ТУ 14-3Р-30-2015 с муфтами
2013010302000000	3012205	Труба обсадная BC 114,3х7,37-Ес ТУ 14-3Р-30-2015 с муфтами
2010010601000000	2313913	Кран шаровой DN150 PN150 КОФ
2008010202990000	2280880	Манометр ДМ8008-ВУф исп.2 0-1,6 МПа кт.1,0 d.160 IP65 M20х1,5 РШ ВуГл AP УК(Ф4)х2 Шильдик Свид
2008010202990000	2280963	Манометр ДМ2005ф Сг 1Exd Кс исп. V 0-2,5 МПа кт.1,0 d.160 IP54 M20х1,5 РШ УК(Ф4)х2 Шильдик Свид
2008010202990000	2280971	Манометр ДМ2005ф Сг 1Exd Кс исп. V 0-1 МПа кт.1,0 d.160 IP54 M20х1,5 РШ УК(Ф4)х2 УЗП 10-25 bar A1.1 Шильдик Свид
2008010202990000	2280672	Манометр ДМ8008-ВУф Кс 0-600 кПа кт.1,0 d.100 IP65 G1/2 РШ SG Б/запол УК(Ф4)х2 УЗП 6-10 bar A2.2 Шильдик Свид
2002220600000000	3588917	Прокладка ФТОРОПЛАСТ ф88-ф72х3 Ф4 ЦГ 6,3
2002220600000000	3588918	Прокладка фторопластовая
2002220600000000	3588919	Прокладка фторопластовая 18x6x2 мм
2002220600000000	3588920	Прокладка 27,6х19х4 Ф4
2002220600000000	3682201	Прокладка 442.00 К 1225 А/В
2002220600000000	3682203	Прокладка 442.01 К 1225 А/В
2002220600000000	3682202	Прокладка 442.00 К 1596 А/В
2002220600000000	3682204	Прокладка 442.01 К 1596 А/В
2002220600000000	3055302	Манжета АФ 80/65х21-106-01
2002220600000000	2159726	Кольцо уплотнительное позиция 9 артикул ГМБТ.231030.411.04.01.009
2002220600000000	2159730	Кольцо уплотнительное позиция 10 артикул ГМБТ.231030.411.04.01.010
2002220600000000	3427982	Прокладка 938-35.171
2002220600000000	3427985	Прокладка уплотнительная ИТШЛ.754072.025-12
2002220600000000	3676876	Пробка корпуса торцевого уплотнения 6.НК200/370.0643
2002220600000000	2159748	Прокладка позиция 3 артикул ГМБТ.231030.412.02.01.003
2002220600000000	3711744	Прокладка ПУТГ-2-212-02-100х70х1
2002220600000000	3711748	Прокладка ПУТГ-2-212-02-135х100х1
2002220600000000	3720934	Комплект прокладок для быстрого затвора камер приема/запуска СОД 13-V-3101
2002220600000000	3720935	Комплект прокладок для быстрого затвора камер приема/запуска СОД 13-V-3103
2002220600000000	3720936	Комплект прокладок для быстрого затвора камер приема/запуска СОД 13-V-3104
2002220600000000	3720937	Комплект прокладок для быстрого затвора камер приема/запуска СОД 13-V-3105
2007052200000000	2383537	Барьер искробезопасности Солар Taurus 70 KFD2-СR-Ex1 30.300
2002220600000000	3720938	Комплект прокладок для быстрого затвора камер приема/запуска СОД 13-V-3106
2002220600000000	3720939	Комплект прокладок для быстрого затвора камер приема/запуска СОД 13-V-3107
2002220600000000	3720940	Комплект прокладок для быстрого затвора камер приема/запуска СОД 13-V-3108
2002220600000000	3720941	Комплект прокладок для быстрого затвора камер приема/запуска СОД 13-V-3109
2002220600000000	3720942	Комплект прокладок для быстрого затвора камер приема/запуска СОД 13-V-3110
2002220600000000	3720943	Комплект прокладок для быстрого затвора камер приема/запуска СОД 13-V-3111
2002220600000000	2159751	Прокладка позиция 13 артикул ГМБТ.231030.431.03.01.013
2002220600000000	2159752	Прокладка позиция 29 артикул ГМБТ.231030.431.03.01.029
2002220600000000	3714750	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-150х4,0х2,0
2002220600000000	2102453	Прокладка ПУТГ-2-212-02-725х600-3,0
2002220600000000	3714755	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-203х161х3,0
2002220600000000	3714777	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-87х78х3,0
2015020200000000	2307834	Манжета М31-63 сальника устьевого модели СУСГ глубинно-насосной скважины
2002220600000000	6008285	Профиль вулканизированный под крышку бака 8х20
2002220600000000	3714772	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-620х560х3,0
2002220600000000	3714744	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-120x90х3,0
2002220600000000	3714748	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-149x115х3,0
2002220600000000	3714758	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-259x220х3,0
2002220600000000	3118694	Уплотнение крышки фильтра 10" ANSI 150
2002220600000000	3118695	Уплотнение крышки фильтра 10" ANSI 900
2007052200000000	2383538	Барьер искробезопасности с гальванической развязкой Солар Taurus 70 KFD2-VR-Ex1.50m
2002220600000000	3714770	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-57x35-3,0
2002220600000000	3118696	Уплотнение крышки фильтра 2" ANSI 150
2002220600000000	3714774	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-75x49х3,0
2002220600000000	3714775	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-87x61х3,0
2002220600000000	3714771	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-57х43
2002220600000000	3714743	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-120х106
2002220600000000	2159753	Прокладка позиция 3 артикул ГМБТ.231030.411.04.01.003
2002220600000000	3714746	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-120х87
2002220600000000	2102454	Прокладка 1190х1160-3,0 (08Х18Н10Т)
2002220600000000	3714776	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-87х50
2002220600000000	3618729	Паста уплотнительная 131-435 КГУ, тип 3
2002200299000000	2383539	Мультиплексор 32 канала HART Pepperl+Fuchs-Elcon Солар Taurus 70 HiDMux27
2002220600000000	3618730	Паста уплотнительная тип 0
2002220600000000	3618731	Паста уплотнительная тип 3
2002220600000000	2159756	Прокладка позиция 3 артикул ГМБТ.231030.411.05.01.003
2002220600000000	3618732	Паста уплотнительная Унипак д_резьб соед
2002220600000000	3714749	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-150х100
2002010204010000	2241688	Таль ручная передвижная ТРШБМУ-3,2
2010029900000000	2293065	Арматура нагнетательная АН5 АНК-11-65/65-21-Р-180-Г73-К1-ВВ-1-ЗД-ЗДШ-КОТ-УХЛ-ЭК168
2010029900000000	2293066	Арматура нагнетательная АН6 АНК-11-65/65-21-Р-180-Г73-К1-ВВ-1-ЗД-ЗДШ-КОТ-УХЛ-ЭК178
2002010204030000	2287879	Механизм тяговый монтажный МТМ 3,2т х 20 м
2010029900000000	2293068	Арматура нагнетательная АН7 АНК-12-65/65-21-Ф-180/230-Г73-К1-ВВ-1-ЗД-ЗДШ-КОТ-УХЛ
2005080106000000	2348506	Фильтр масляный 1R-1807
2013010401010101	2397539	Труба бесшовная 219х6 20 (м)
2005080200000000	2348510	Фильтр воздушный 245-6375
2013010401020103	2397546	Труба стальная электросварная 426х10 10В с заводским наружным полиэтиленовым покрытием (м)
2005080200000000	2348514	Фильтр воздушный 245-6376
2013010302000000	3637447	Труба обсадная 762x25,4х12000 Х65 ГОСТ 3183-2015 с коннектором TMK UP MOLOT в комплекте подъемные патрубки и добойники (комплект)
2013070201000000	2397794	Переход К-65х5-57х4-09Г2С ГОСТ 17378-2001
2005080200000000	2348515	Фильтр гидравлический 9T-8578
4001040204000000	2399794	Плита дорожная ПД3-16
2002220600000000	3711793	Прокладка ПУТГм-09-04-1189х1139
2002220600000000	3676893	Прокладка фильтрующая SK для SK 3240/41
2002220600000000	3711796	Прокладка ПУТГм-09-04-988х966
2002220600000000	3714740	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-110х60
2002220600000000	3714778	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-90х50
6002021008020000	2331619	Флешка USB 3,0 на 64 Гб цвет белый
2002220600000000	3714773	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-70х37
2002220600000000	3714779	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-95х55
2002220600000000	3714739	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-105х60
2002220600000000	3714764	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-38х29
2002220600000000	3714768	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-55х25
2002220600000000	3714741	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-115х65
2002220600000000	3714753	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-200х150
2002220600000000	3714761	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-310х250
2002220600000000	3714752	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-175х155
2002220600000000	3714745	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-120х75
2002220600000000	3714762	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-320х270
2002220600000000	2159191	Кольцо уплотнительное позиция 27 артикул ГМБТ.231030.424.01.01.027 для насоса G-PUMP MSR 40-180x12
2002220600000000	6002783	Прокладка овального сечения R53 08Х18Н10Т ASME B 16.20
2007051800000000	2308181	Шкаф рабочих станций с лицензионным программным обеспечением в СВТ3
2013010302000000	3258362	Труба обсадная БТС 426х10-Д ТУ 39-00147016-40-2011
2005080200000000	2348516	Фонарь габаритный оранжевый 74.3731/ГФ1-25
2013010201020000	2125250	Труба НКТ 73х5,5-К ГОСТ 633-80, с внутренним покрытием
2013010201020000	3719123	Труба насосно-компрессорная 88,9х6,45 Р-110 R3 Cr13
2013010201020000	3719124	Труба насосно-компрессорная 114,3х6,88 Р-110 R3 Cr13
2013010201020000	3719125	Труба насосно-компрессорная 139,7х9,17 Р-110 R3 Cr13
2013010201020000	3695068	Труба насосно-компрессорная ТМК UP 88,9х6,45 PSL1 R2
2013010201020000	2126104	Труба НКТ 60х5-К ГОСТ 633-80, с внутренним покрытием
2010010501000000	2316952	Задвижка клиновая с выдвижным шпателем стальная 31лс45нж DN50 PN10, сталь 09Г2С, рабочая среда пластовая вода (t100), ручной привод, фланцевая, КОФ (сталь 13ХФА, К52), цвет синий (RAL 5003), ХЛ1 класс А ТУ 3741-001-22986183-2009
2013010201020000	3195509	Труба насосно-компрессорная EU 48,26х3,68 N-80 R2 API 5CT
2013010201020000	3695107	Труба насосно-компрессорная ТМК UP CENTUM ET 88,9х6,45 PSL-1 R2 L80 13Cr API 5CT
2013010201020000	2244114	Труба насосно-компрессорная 89х6,5-Е ГОСТ 633-80, с внутренним покрытием
2001020602000000	2217068	Сальник устьевой 2СУ 32-73 ТУ 3665-005-00217515-95
2008020102000000	2280639	Термометр биметаллический ТБф-221 0-100C кт.1,0 d.100 IP65 ОШх10 М20х1,5 L75 ГЗ-РТ A2.1 U59х14/1 L75 УК(МС)х2 Шильдик Свид
2005080200000000	2348518	Фонарь габаритный красно-белый ФГ-5.3716
2008010202010000	2241874	Датчик избыточного давления МТ100Р-Ех-11035-11-У2(-50+80)-0,5-6,3MПa-42
2010020301000000	2319616	Задвижка клиновая с выдвижным шпателем стальная 31лс16нж DN50 PN10, сталь 09Г2С, рабочая среда пластовая вода (t300), ручной привод, фланцевая КОФ, ответные фланцы 50-100-11-1-J-Ст 13ХФА-IV ГОСТ 33259-2015, прокладки 1-1-50-100-20 ГОСТ 53561-2009
2002220600000000	3720994	Уплотнение штуцера медное для привода Festo DGC-8 М20х1,5
2002220600000000	3711060	Прокладка ПМБ 1360
2002220600000000	3720995	Уплотнение PTFE 1/2х288
2002220600000000	3711061	Прокладка ПМБ 690
2002220600000000	3483858	Прокладка 90х73х6 ПОН-Б усиленная
2002220600000000	3101565	Прокладка 10 RFWN 150 ASME B16.20/ASME В16.5 RF
2002220600000000	3101566	Прокладка 24 C1303-PK-GA-0009/MW
2002220600000000	3101567	Прокладка 24 RFWN 150 ASME B16.20/ASME В16.5 RF
2002220600000000	3142740	Комплект уплотнительных элементов к шиберной задвижке FC2 1/16-5K EE0.5-LU-PSL3-PR1
2002220600000000	2161001	Прокладка завальцованная ПГП 2600В 887х837х3,2 мм, волнового профиля с двух сторон, S321/графит
2002220600000000	3101575	Прокладка 311105-61
2002220600000000	3101580	Прокладка 4 RFWN 150 ASME B16.20/ASME В16.5 RF
2002220600000000	3101581	Прокладка 6 RFWN 150 ASME B16.20/ASME В16.5 RF
2002220600000000	3101582	Прокладка СНП Д-3-ANSI-RF1/2-300-4,5-221 RU-71228312
2002220600000000	2106716	Комплект проходных пластин и уплотнений к аппарату WARM 00311-2022
2002220600000000	3101583	Прокладка СНП-Д-1-1-50-6,3-У
2002220600000000	3101584	Прокладка уплотнительная 61195/CF/010/001
2002220600000000	3101585	Прокладка уплотнительная 61195/CF/010/002
2002220600000000	3101586	Прокладка уплотнительная 61195/CF/010/003
2002220600000000	3101587	Прокладка уплотнительная 61195/CF/010/004
2002220600000000	3101588	Прокладка уплотнительная 61195/CF/010/005
2002220600000000	3101589	Прокладка уплотнительная 61195/DA/011/001
2002220600000000	3101590	Прокладка уплотнительная 61195/DA/011/002
2002220600000000	3101591	Прокладка уплотнительная 61195/DA/011/003
2002220600000000	3101592	Прокладка уплотнительная 61195/DA/011/004
2002220600000000	3101593	Прокладка уплотнительная 61195/DA/011/005
2002220600000000	3101594	Прокладка уплотнительная 61195/DA/011/006
2002220600000000	3674650	Лента уплотнительная 130х8,5х0,25 б/у
2002220600000000	3101595	Прокладка уплотнительная 61195/DA/011/007
2002220600000000	3101596	Прокладка уплотнительная 61195/FF/020/001
2002220600000000	3101597	Прокладка уплотнительная 61195/FF/020/002
2002220600000000	3101598	Прокладка уплотнительная 61195/FF/020/003
2002220600000000	3101599	Прокладка уплотнительная 61195/FF/020/004
2002220600000000	3101600	Прокладка уплотнительная 61195/FF/020/005
2002220600000000	3711773	Прокладка ПУТГ-Б-2-212-04-15-2,5-2,0
2002220600000000	3711776	Прокладка ПУТГ-Б-2-212-04-50-2,5-2,0
2002220600000000	3674662	Лист NOVAPHIT Super HPC 500x500мм б=2мм из терморасширенн ого графита армированый просечно-вытяжной жестью
2013050101020000	2161697	Труба ПВХ 160х4,9х3000 канализационная наружная
2013050101020000	3686025	Труба полипропиленовая 25х3,5
2013050101020000	2119675	Труба металлопластиковая Valtec d16x2 50м
2002220600000000	3733839	Прокладка ПУТГ-2-212-04-1680х1600-3,0
2013050101020000	2114774	Труба полипропиленовая d32мм
2002220600000000	3733840	Прокладка ПУТГм-08-01-1190х1160-3,0 (08Х18Н10Т)
2002220600000000	3707055	Уплотнение 38х52х7 артикул 15011103Х002
2013050101020000	3725452	Труба АНАКОНДА 65 69/90 PE-RT/ПЕТВ/PE-RT ГОСТ Р 59834-2021/ТУ 22.21.29-001-55038886-2023 (м)
2013050101020000	3365864	Труба ПЭ100 SDR13,6 32х2,4 питьевая
2002220600000000	6002789	Прокладка овального сечения R56 08Х18Н10Т ASME B 16.20
2002220600000000	3714738	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-100х50х3
2002220600000000	3714742	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-115х80х3
2008010100000000	2284518	Датчик избыточного давления Rosemount 3051CG1A02A1BS5EM, 0-2,5кПа
2013050101020000	2131367	Труба РТП 50 стекловолокно
2002220600000000	3714766	Прокладка уплотнительная из терморасширенного графита ПУТГ-2-212-02-465х365х3
2013050101020000	2186359	Труба ПАТ 125-4,0 (СВ) ПЭ 80 Техническая ТУ 22.21.29-012-98331852-2022, 0,5 м
2002220600000000	2209666	Прокладка Masoneilan
2013050101020000	3626361	Труба 110х6,6 ПЭ100 SDR17
2002220600000000	2209667	Кольцо Masoneilan
2013050101020000	3626362	Труба 110х6,6 ПЭ100 SDR17 ПИТ L12м
2013050101020000	3626373	Труба 16 ПВХ 62516 ДКС
2013050101020000	3626374	Труба 160х9,5 ПЭ100 SDR17 ПИТ L12м
2013050101020000	3691702	Труба гофрированная не горючая с зондом 16, цвет черный
2002220600000000	2161008	Прокладка ПГП2220 2220х2180х3,0 мм, на металлическом зубчатом основании, без плакировки, ст 12Х18Н10Т
2013050101020000	3691703	Труба гофрированная не горючая с зондом 25, цвет черный
2013050101020000	3626389	Труба 225 ПЭ100 SDR11
2013050101020000	2189620	Труба гофрированная ПВХ d25 мм, серая, с протяжкой, 25 м
2013050101020000	3626409	Труба 315х18,7 PN10 ПЭ100 SDR1
2013050101020000	3710706	Труба Rubis DN40 PN20 стекловолокно
2002220600000000	3723989	Сальник 63х85х10
2013050101020000	3626411	Труба 32 ПВХ 62525 ДКС
2013050101020000	3626412	Труба 32 ПЭ100 SDR11 ПИТ
2002220600000000	3711771	Прокладка ПУТГ-Б-2-212-04-100-2,5-2,0
2013050101020000	3710705	Труба Rubis 32х5,4 PN20 стекловолокно
2013050101020000	2185319	Труба металлопластик Valtec d16x2
2002220600000000	3714925	Пластина силиконовая 3х60х1400
2002220600000000	3711772	Прокладка ПУТГ-Б-2-212-04-150-2,5-2,0
2013050101020000	3626436	Труба 50х3 ПЭ100 SDR17
2013050101020000	2140818	Труба техническая ПНД DN20
2013050101020000	3626451	Труба 63х3,6 ПЭ100 SDR17,6 ГАЗ
